-3.0 	 1.2828608404373981E-5 	 1.2828608404373981E-5 	 3.835461816506168E-6 	 3.835461816506168E-6 	 4.292849863174823E-6 	 4.292849863174823E-6 	 1.2203357051478952E-5 	 1.2203357051478952E-5 	 
-2.976 	 6.122916065458094E-6 	 6.122916065458094E-6 	 4.271762741857255E-6 	 4.271762741857255E-6 	 4.5541556465334205E-6 	 4.5541556465334205E-6 	 1.0653056623341178E-5 	 1.0653056623341178E-5 	 
-2.952 	 1.3681988820689419E-5 	 1.3681988820689419E-5 	 4.266171837428546E-6 	 4.266171837428546E-6 	 4.687552556267552E-6 	 4.687552556267552E-6 	 1.1810058510438667E-5 	 1.1810058510438667E-5 	 
-2.928 	 1.4840873485857667E-5 	 1.4840873485857667E-5 	 4.091097449873591E-6 	 4.091097449873591E-6 	 4.583479314291487E-6 	 4.583479314291487E-6 	 1.0485974536811977E-5 	 1.0485974536811977E-5 	 
-2.904 	 1.0771069053923204E-5 	 1.0771069053923204E-5 	 5.131002297820698E-6 	 5.131002297820698E-6 	 5.57412318874413E-6 	 5.57412318874413E-6 	 1.2215395641072271E-5 	 1.2215395641072271E-5 	 
-2.88 	 9.301255555160744E-6 	 9.301255555160744E-6 	 5.2090153380889045E-6 	 5.2090153380889045E-6 	 5.476197952754964E-6 	 5.476197952754964E-6 	 1.1001371866491457E-5 	 1.1001371866491457E-5 	 
-2.856 	 1.0857083796672114E-5 	 1.0857083796672114E-5 	 7.136732205582372E-6 	 7.136732205582372E-6 	 7.372888153077961E-6 	 7.372888153077961E-6 	 1.2555533781943443E-5 	 1.2555533781943443E-5 	 
-2.832 	 2.149926462391391E-5 	 2.149926462391391E-5 	 7.988558602713041E-6 	 7.988558602713041E-6 	 8.179421275896975E-6 	 8.179421275896975E-6 	 1.4617088147170341E-5 	 1.4617088147170341E-5 	 
-2.808 	 1.8846849496498E-5 	 1.8846849496498E-5 	 8.097449026889187E-6 	 8.097449026889187E-6 	 8.291211429135119E-6 	 8.291211429135119E-6 	 1.6551524265501493E-5 	 1.6551524265501493E-5 	 
-2.784 	 1.0709599875618284E-5 	 1.0709599875618284E-5 	 9.38103498594826E-6 	 9.38103498594826E-6 	 9.333242295394101E-6 	 9.333242295394101E-6 	 1.916906389362366E-5 	 1.916906389362366E-5 	 
