-3.0 	 1.516891368287285E-4 	 1.516891368287285E-4 	 3.881928893326377E-7 	 3.881928893326377E-7 	 1.9125814356271866E-4 	 1.9125814356271866E-4 	 1.2521844275049379E-4 	 1.2521844275049379E-4 	 
-2.976 	 1.6626730167085363E-4 	 1.6626730167085363E-4 	 4.775984847642434E-7 	 4.775984847642434E-7 	 2.1108207086708463E-4 	 2.1108207086708463E-4 	 1.2136448907841158E-4 	 1.2136448907841158E-4 	 
-2.952 	 1.810020336406458E-4 	 1.810020336406458E-4 	 6.375919989711978E-7 	 6.375919989711978E-7 	 2.057760468029085E-4 	 2.057760468029085E-4 	 1.2793746370684978E-4 	 1.2793746370684978E-4 	 
-2.928 	 2.01477494193578E-4 	 2.01477494193578E-4 	 1.2433334536697184E-6 	 1.2433334536697184E-6 	 2.678809216128154E-4 	 2.678809216128154E-4 	 1.4529196353786373E-4 	 1.4529196353786373E-4 	 
-2.904 	 2.2466818765201055E-4 	 2.2466818765201055E-4 	 7.187145635330969E-6 	 7.187145635330969E-6 	 2.6839852662957376E-4 	 2.6839852662957376E-4 	 1.5301361071023186E-4 	 1.5301361071023186E-4 	 
-2.88 	 2.3586498547373548E-4 	 2.3586498547373548E-4 	 3.233151092107159E-6 	 3.233151092107159E-6 	 2.3972425123714938E-4 	 2.3972425123714938E-4 	 1.6019573105301797E-4 	 1.6019573105301797E-4 	 
-2.856 	 2.2646993886825915E-4 	 2.2646993886825915E-4 	 7.229046645153499E-6 	 7.229046645153499E-6 	 2.2071905725213578E-4 	 2.2071905725213578E-4 	 1.6019696547998766E-4 	 1.6019696547998766E-4 	 
-2.832 	 2.3262646921886831E-4 	 2.3262646921886831E-4 	 3.3819882913587426E-6 	 3.3819882913587426E-6 	 2.4210817144510797E-4 	 2.4210817144510797E-4 	 1.711479440325897E-4 	 1.711479440325897E-4 	 
-2.808 	 2.4552366474887567E-4 	 2.4552366474887567E-4 	 7.762506978206862E-6 	 7.762506978206862E-6 	 2.5696435102618803E-4 	 2.5696435102618803E-4 	 1.907977321771917E-4 	 1.907977321771917E-4 	 
-2.784 	 2.5731257477229523E-4 	 2.5731257477229523E-4 	 9.189467531070238E-6 	 9.189467531070238E-6 	 3.068334345623664E-4 	 3.068334345623664E-4 	 1.9753894666954612E-4 	 1.9753894666954612E-4 	 
