-3.0 	 6.47883487743405E-8 	 6.47883487743405E-8 	 7.084077835174715E-7 	 7.084077835174715E-7 	 
-2.976 	 0.0 	 0.0 	 2.581695898794712E-7 	 2.581695898794712E-7 	 
-2.952 	 0.0 	 0.0 	 3.3821969448737636E-5 	 3.3821969448737636E-5 	 
-2.928 	 6.476931017640506E-8 	 6.476931017640506E-8 	 9.953611707143484E-5 	 9.953611707143484E-5 	 
-2.904 	 0.0 	 0.0 	 1.879026585217393E-4 	 1.879026585217393E-4 	 
-2.88 	 0.0 	 0.0 	 2.0488876033667526E-4 	 2.0488876033667526E-4 	 
-2.856 	 6.476931017640506E-8 	 6.476931017640506E-8 	 1.2480759509433812E-4 	 1.2480759509433812E-4 	 
-2.832 	 0.0 	 0.0 	 5.830312937063081E-5 	 5.830312937063081E-5 	 
-2.808 	 6.476931017640506E-8 	 6.476931017640506E-8 	 2.699322987906659E-5 	 2.699322987906659E-5 	 
-2.784 	 6.476931017640506E-8 	 6.476931017640506E-8 	 3.5067031000689166E-5 	 3.5067031000689166E-5 	 
-2.76 	 6.476931017640506E-8 	 6.476931017640506E-8 	 7.04236295177467E-5 	 7.04236295177467E-5 	 
-2.7359999999999998 	 1.9432696912715061E-7 	 1.9432696912715061E-7 	 1.262684004876288E-4 	 1.262684004876288E-4 	 
-2.7119999999999997 	 1.295386203528101E-7 	 1.295386203528101E-7 	 1.3711268607376532E-4 	 1.3711268607376532E-4 	 
-2.688 	 1.2955765895074555E-7 	 1.2955765895074555E-7 	 8.320501277845634E-5 	 8.320501277845634E-5 	 
-2.664 	 2.590772407056202E-7 	 2.590772407056202E-7 	 7.253950396998127E-5 	 7.253950396998127E-5 	 
-2.64 	 2.590772407056202E-7 	 2.590772407056202E-7 	 1.1692867532967989E-4 	 1.1692867532967989E-4 	 
-2.616 	 1.295386203528101E-7 	 1.295386203528101E-7 	 1.983724669580868E-4 	 1.983724669580868E-4 	 
-2.592 	 5.829237915876455E-7 	 5.829237915876455E-7 	 2.141098537675878E-4 	 2.141098537675878E-4 	 
-2.568 	 5.829237915876455E-7 	 5.829237915876455E-7 	 1.4227121725267884E-4 	 1.4227121725267884E-4 	 
-2.544 	 1.0363280014204163E-6 	 1.0363280014204163E-6 	 9.76730319966549E-5 	 9.76730319966549E-5 	 
-2.52 	 1.9430793052921517E-6 	 1.9430793052921517E-6 	 9.766556496597447E-5 	 9.766556496597447E-5 	 
-2.496 	 3.2384655088202525E-6 	 3.2384655088202525E-6 	 1.3160623480627033E-4 	 1.3160623480627033E-4 	 
-2.472 	 8.290471702579847E-6 	 8.290471702579847E-6 	 1.8480722119954075E-4 	 1.8480722119954075E-4 	 
-2.448 	 3.0700672062213925E-5 	 3.0700672062213925E-5 	 2.7911772766411473E-4 	 2.7911772766411473E-4 	 
-2.424 	 2.520821552065685E-4 	 2.520821552065685E-4 	 2.9943553368994247E-4 	 2.9943553368994247E-4 	 
-2.4 	 9.132491773471048E-6 	 9.132491773471048E-6 	 2.1063036666578243E-4 	 2.1063036666578243E-4 	 
-2.376 	 2.9081420269205865E-5 	 2.9081420269205865E-5 	 1.5011663656406413E-4 	 1.5011663656406413E-4 	 
-2.352 	 2.4923232459740457E-4 	 2.4923232459740457E-4 	 1.6533584107783874E-4 	 1.6533584107783874E-4 	 
-2.328 	 1.7487904133608718E-6 	 1.7487904133608718E-6 	 2.287837805254844E-4 	 2.287837805254844E-4 	 
-2.304 	 3.238655894799607E-7 	 3.238655894799607E-7 	 3.6311699142470137E-4 	 3.6311699142470137E-4 	 
-2.2800000000000002 	 3.886158610584303E-7 	 3.886158610584303E-7 	 4.1918926121596324E-4 	 4.1918926121596324E-4 	 
-2.2560000000000002 	 6.476931017640505E-7 	 6.476931017640505E-7 	 3.655255277417078E-4 	 3.655255277417078E-4 	 
-2.232 	 6.47712140361986E-7 	 6.47712140361986E-7 	 3.1667229541144953E-4 	 3.1667229541144953E-4 	 
-2.208 	 1.2954052421260365E-6 	 1.2954052421260365E-6 	 2.8969127515532253E-4 	 2.8969127515532253E-4 	 
-2.184 	 2.2021565459977723E-6 	 2.2021565459977723E-6 	 3.3935952725517335E-4 	 3.3935952725517335E-4 	 
-2.16 	 3.7566199902314937E-6 	 3.7566199902314937E-6 	 4.512824995621759E-4 	 4.512824995621759E-4 	 
-2.136 	 9.391549975578732E-6 	 9.391549975578732E-6 	 6.616941850547352E-4 	 6.616941850547352E-4 	 
-2.112 	 3.212557784749691E-5 	 3.212557784749691E-5 	 7.984824685623178E-4 	 7.984824685623178E-4 	 
-2.088 	 2.570046418185732E-4 	 2.570046418185732E-4 	 6.978052214146189E-4 	 6.978052214146189E-4 	 
-2.064 	 3.095973026432162E-5 	 3.095973026432162E-5 	 5.747082180460695E-4 	 5.747082180460695E-4 	 
-2.04 	 2.4994476797074715E-4 	 2.4994476797074715E-4 	 6.136695485243115E-4 	 6.136695485243115E-4 	 
-2.016 	 2.5907724070562034E-6 	 2.5907724070562034E-6 	 7.118661183293441E-4 	 7.118661183293441E-4 	 
-1.992 	 2.1373872358213675E-6 	 2.1373872358213675E-6 	 8.634776333990154E-4 	 8.634776333990154E-4 	 
-1.968 	 3.6271004084766193E-6 	 3.6271004084766193E-6 	 9.848458507941528E-4 	 9.848458507941528E-4 	 
-1.944 	 8.420010322932656E-6 	 8.420010322932656E-6 	 0.001025940390484719 	 0.001025940390484719 	 
-1.92 	 3.057111440326318E-5 	 3.057111440326318E-5 	 9.44947103117666E-4 	 9.44947103117666E-4 	 
-1.896 	 2.5175830865568655E-4 	 2.5175830865568655E-4 	 7.760887247527761E-4 	 7.760887247527761E-4 	 
-1.8719999999999999 	 5.829237915876455E-6 	 5.829237915876455E-6 	 7.707093276448468E-4 	 7.707093276448468E-4 	 
-1.8479999999999999 	 9.97447376716638E-6 	 9.97447376716638E-6 	 0.001082681309787815 	 0.001082681309787815 	 
-1.824 	 3.361527198155424E-5 	 3.361527198155424E-5 	 0.0016134841140353932 	 0.0016134841140353932 	 
-1.8 	 2.598544914663351E-4 	 2.598544914663351E-4 	 0.0022439090479206597 	 0.0022439090479206597 	 
-1.776 	 3.601173645808122E-5 	 3.601173645808122E-5 	 0.002994038401728342 	 0.002994038401728342 	 
